-,-,-
-657, -1, 635
-629, 7, 937
-605, -42, 998
-571, -80, 762
-606, -130, 589
-597, -89, 713
-597, -89, 713
-598, 5, 996
-575, -29, 994
-554, -83, 854
-565, -103, 759
-576, -82, 741
-577, -30, 860
-577, -30, 860
-568, -15, 903
-566, 17, 828
-579, 79, 773
-587, 139, 783
-589, 203, 864
-589, 203, 864
-585, 244, 878
-573, 268, 850
-564, 322, 837
-582, 467, 880
-596, 596, 963
-589, 619, 1017
-589, 619, 1017
-549, 592, 946
-521, 564, 888
-492, 506, 848
-479, 399, 842
-440, 235, 767
-397, 24, 689
-397, 24, 689
-359, -264, 596
-360, -500, 626
-391, -574, 773
-438, -577, 921
-483, -554, 964
-523, -495, 903
-558, -408, 843
-573, -377, 864
-593, -311, 873
-593, -311, 873
-623, -223, 871
-632, -147, 867
-634, -94, 879
-626, -72, 850
-610, -87, 801
-582, -133, 776
-568, -143, 759
-559, -143, 783
-549, -157, 804
-549, -157, 804
-544, -163, 812
-535, -168, 814
-534, -175, 803
-,-,-
-572, 121, 587
-600, 159, 677
-586, 112, 789
-538, 61, 850
-525, 99, 900
-525, 99, 900
-536, 148, 856
-553, 182, 879
-550, 166, 882
-542, 169, 868
-539, 232, 856
-539, 321, 889
-539, 321, 889
-540, 399, 953
-518, 449, 949
-466, 494, 901
-471, 620, 833
-482, 713, 839
-472, 740, 873
-472, 740, 873
-445, 733, 866
-411, 717, 860
-383, 658, 891
-361, 588, 947
-338, 535, 955
-320, 437, 927
-320, 437, 927
-304, 231, 931
-302, 10, 919
-304, -236, 894
-333, -541, 872
-350, -893, 854
-392, -1065, 823
-440, -1017, 859
-477, -909, 1001
-511, -737, 1054
-550, -503, 991
-550, -503, 991
-574, -305, 918
-,-,-
-531, 587, 1049
-505, 652, 1041
-524, 750, 950
-552, 845, 965
-552, 845, 965
-504, 810, 1081
-425, 657, 1035
-363, 592, 950
-323, 518, 879
-317, 483, 930
-317, 478, 968
-319, 421, 860
-319, 421, 860
-292, 313, 846
-277, 261, 906
-303, 314, 947
-317, 341, 963
-278, 174, 938
-250, -76, 846
-250, -76, 846
-256, -290, 694
-287, -523, 714
-299, -792, 876
-293, -1006, 973
-320, -1078, 893
-361, -1040, 973
-411, -886, 1018
-433, -788, 1001
-,-,-
-477, 365, 746
-465, 318, 814
-455, 344, 869
-455, 344, 869
-478, 424, 939
-453, 467, 1000
-448, 515, 973
-442, 539, 927
-429, 519, 912
-431, 521, 938
-431, 521, 938
-427, 543, 911
-412, 546, 892
-394, 515, 898
-387, 488, 909
-395, 490, 926
-403, 492, 948
-403, 492, 948
-374, 401, 929
-329, 277, 876
-307, 165, 817
-270, -62, 781
-269, -278, 734
-294, -418, 749
-325, -618, 885
-350, -818, 980
-350, -818, 980
-388, -926, 1004
-434, -898, 958
-465, -823, 927
-474, -748, 965
-,-,-
-461, 449, 924
-461, 449, 924
-477, 507, 1060
-457, 565, 1064
-424, 580, 939
-431, 536, 812
-424, 494, 873
-414, 486, 922
-414, 486, 922
-400, 470, 993
-391, 443, 991
-346, 344, 876
-334, 267, 828
-357, 264, 866
-389, 304, 926
-389, 304, 926
-395, 292, 971
-386, 244, 938
-388, 229, 885
-411, 248, 882
-420, 186, 916
-398, 86, 903
-398, 86, 903
-345, -61, 821
-305, -259, 805
-311, -488, 846
-359, -616, 861
-394, -680, 857
-422, -705, 857
-436, -710, 884
-451, -695, 952
-451, -695, 952
-473, -618, 998
-496, -550, 963
-506, -470, 910
-496, -424, 914
-466, -418, 945
-444, -412, 1037
-,-,-
-448, 439, 841
-451, 562, 874
-483, 586, 914
-483, 586, 914
-468, 600, 994
-445, 610, 1029
-413, 595, 1016
-378, 519, 950
-375, 419, 882
-372, 342, 832
-378, 316, 899
-378, 316, 899
-369, 264, 912
-360, 191, 894
-362, 116, 842
-384, 101, 835
-414, 86, 923
-409, 1, 939
-409, 1, 939
-403, -81, 896
-396, -166, 844
-395, -292, 835
-423, -425, 861
-421, -528, 846
-408, -624, 852
-408, -624, 852
-408, -679, 837
-435, -662, 844
-478, -564, 1014
-,-,-
-441, 391, 871
-441, 391, 871
-475, 408, 917
-479, 416, 943
-463, 435, 912
-458, 452, 905
-448, 448, 957
-457, 451, 959
-457, 451, 959
