-,-,-
-2, -9, 1016
-8, 12, 1006
-7, 0, 1014
-7, 0, 1014
-6, 0, 1010
-6, 0, 1011
-6, 0, 1011
-,-,-
-4, 3, 1019
-9, -6, 994
-4, 0, 1009
-4, 0, 1009
-7, 0, 1011
-7, 0, 1011
-7, 0, 1011
-6, 0, 1009
-7, 0, 1011
-7, 0, 1011
-7, 0, 1011
-6, 0, 1010
-6, 0, 1010
-,-,-
-14, -1, 974
3, 0, 1029
3, 0, 1029
-7, 1, 1013
-6, 0, 1011
-6, 0, 1011
-5, -1, 1009
-6, -1, 1009
-6, 0, 1009
-6, 0, 1009
-,-,-
-7, 0, 1011
-7, 0, 1011
-5, -1, 1004
-5, -1, 1004
-7, 0, 1010
-7, 0, 1010
-6, 0, 1011
-6, 0, 1011
-7, 0, 1010
-,-,-
-10, -1, 1008
-10, -1, 1008
-1, 1, 1010
-7, 0, 1013
-8, -2, 1009
-8, -2, 1009
-6, 0, 1010
-6, 0, 1012
-7, 0, 1010
-,-,-
-8, 3, 1012
-5, -4, 1009
-4, 0, 1009
-4, 0, 1009
-6, 0, 1010
-7, 0, 1012
-7, 0, 1012
-6, 0, 1012
-,-,-
-7, 0, 1008
-8, 2, 1006
-3, 0, 1008
-3, 0, 1008
-6, 0, 1011
-5, 0, 1011
-6, 0, 1011
-,-,-
-6, 0, 1009
-5, 0, 1012
-5, 0, 1009
-5, 0, 1009
-8, 0, 1013
-,-,-
-3, -11, 1019
-9, 12, 1000
-7, 0, 1011
-7, 0, 1011
-5, 0, 1010
-7, 0, 1012
-7, 0, 1012
-,-,-
-7, -3, 1009
-7, -3, 1009
-8, 2, 1013
-8, 0, 1013
-4, -1, 1007
-4, -1, 1007
-5, 0, 1009
-7, -1, 1011
-7, 0, 1011
-7, 0, 1011
-5, 0, 1009
-6, 0, 1009
-6, 0, 1009
-6, -1, 1008
-8, 0, 1013
-8, 0, 1013
-6, 0, 1011
-6, 0, 1009
-6, 0, 1010
-6, 0, 1010
-6, -1, 1009
-7, 0, 1012
-7, 0, 1012
-5, 0, 1009
-6, 0, 1011
-5, 0, 1009
-5, 0, 1009
-6, -1, 1010
-7, 0, 1011
-7, 0, 1011
-7, 0, 1011
-6, 0, 1010
-6, 0, 1010
-5, 0, 1009
-6, -1, 1009
-6, -1, 1010
-6, -1, 1010
-6, 0, 1010
-6, 0, 1010
-6, 0, 1010
-6, 0, 1009
-6, -2, 1010
-6, 0, 1011
-6, 0, 1011
-7, 0, 1009
-6, 0, 1010
-6, 0, 1010
-6, -1, 1009
-6, 0, 1011
-6, -1, 1010
-6, -1, 1010
-7, 0, 1012
-6, 0, 1009
-6, 0, 1009
-6, 0, 1013
-,-,-
-7, 0, 1010
-11, 1, 1006
-5, 0, 1008
-5, 0, 1008
-8, -2, 1009
-6, 0, 1012
-5, 1, 1009
-5, 1, 1009
-7, 0, 1010
-7, 0, 1012
-7, 0, 1012
-6, 0, 1014
-7, 0, 1010
-7, 0, 1010
-7, -1, 1008
-,-,-
-10, -1, 1016
-10, -1, 1016
-4, 0, 1007
-4, 0, 1008
-7, 0, 1010
-7, 0, 1010
-7, 0, 1010
-7, 0, 1010
-7, 0, 1010
-6, 0, 1010
-5, 0, 1011
-5, 0, 1011
-6, 0, 1010
-7, 0, 1011
-7, 0, 1011
-7, 0, 1011
-7, 0, 1010
-5, 0, 1010
-5, 0, 1010
-6, 0, 1010
-6, 0, 1011
-6, 0, 1011
-6, 0, 1010
-6, 0, 1010
-7, 0, 1010
-7, 0, 1010
-6, 0, 1010
-7, -1, 1011
-7, -1, 1011
-6, 0, 1010
-6, 0, 1009
-7, -1, 1011
-7, -1, 1011
-7, 0, 1011
-7, 0, 1011
-7, 0, 1011
-6, -1, 1010
-6, 0, 1010
-7, 0, 1010
-7, 0, 1010
-7, 0, 1011
-8, 0, 1010
-8, 0, 1010
-7, 0, 1010
-7, 0, 1010
-7, 0, 1010
-6, -1, 1010
-6, 0, 1011
-7, 0, 1011
-7, 0, 1011
-7, 0, 1011
-7, 0, 1011
-7, 0, 1011
-7, -1, 1010
-6, 0, 1011
-6, 0, 1010
-6, 0, 1010
-7, 0, 1010
-7, 0, 1011
-7, 0, 1011
-7, 0, 1011
-6, 0, 1011
-6, 0, 1011
-7, 0, 1011
-6, 0, 1010
-6, 0, 1010
-6, 0, 1010
-6, 0, 1011
-7, 0, 1011
-7, 0, 1011
-6, 0, 1010
-7, 0, 1011
-7, 0, 1011
-7, 0, 1011
-7, 0, 1010
-7, 0, 1010
-7, 0, 1011
-7, 0, 1011
-6, 0, 1011
-6, 0, 1011
-6, 0, 1009
-7, -1, 1011
-7, -1, 1011
-6, -1, 1010
-7, 0, 1011
-6, 0, 1010
-6, 0, 1010
-6, 0, 1010
-7, 0, 1011
-7, 0, 1011
-8, -1, 1011
-6, 0, 1011
-7, 0, 1010
-7, 0, 1010
-7, 0, 1010
-7, 0, 1010
-7, 0, 1010
-7, 0, 1011
-7, 0, 1011
-7, 0, 1011
-6, -1, 1011
-6, 0, 1010
-7, 0, 1010
-7, 0, 1010
-7, 0, 1011
-8, 0, 1010
-8, 0, 1010
-7, -1, 1010
-6, 0, 1011
-7, 0, 1011
-7, 0, 1011
-7, 0, 1010
-7, 0, 1011
-7, 0, 1011
-7, 0, 1011
-6, 0, 1009
-6, 0, 1009
-7, -1, 1011
-7, 0, 1011
-7, -1, 1011
-7, -1, 1011
-8, 0, 1011
-7, 0, 1010
-7, 0, 1010
-7, -1, 1011
-7, -1, 1011
-7, 0, 1011
-7, 0, 1011
-7, -1, 1010
-8, -1, 1010
-7, 0, 1010
-7, 0, 1010
-6, 0, 1010
-6, -1, 1010
-6, -1, 1010
-7, -1, 1010
-8, -1, 1010
-7, 0, 1011
-7, 0, 1011
-7, 0, 1009
-7, -1, 1011
-7, -1, 1010
-6, -1, 1010
-6, 0, 1010
-7, -1, 1010
-7, -1, 1010
-7, 0, 1010
-7, 0, 1009
-7, -1, 1010
-7, -1, 1010
-7, -1, 1010
-6, 0, 1010
-7, 0, 1011
-7, 0, 1011
-7, -1, 1010
-8, 0, 1010
-8, 0, 1010
-7, -1, 1010
-7, -1, 1010
-7, -1, 1010
-7, -1, 1010
-7, -1, 1009
-7, 0, 1010
-7, 0, 1010
-7, 0, 1010
-7, -1, 1010
-7, 0, 1010
-7, 0, 1010
-7, 0, 1010
-6, 0, 1010
-6, 0, 1010
-7, 0, 1009
-7, 0, 1009
-8, 0, 1010
-8, 0, 1010
-7, 0, 1010
-7, -1, 1010
-7, -1, 1010
-7, 0, 1010
-7, 0, 1011
-7, 0, 1010
-7, 0, 1010
-7, 0, 1010
-7, -1, 1010
-7, -1, 1010
-7, -1, 1011
-7, -1, 1010
-7, -1, 1010
-7, -1, 1010
-7, -1, 1010
-7, -1, 1010
-7, 0, 1010
-7, 0, 1010
-7, -1, 1010
-7, 0, 1010
-7, -1, 1010
-7, -1, 1010
-6, 0, 1010
-6, 0, 1009
-6, 0, 1009
-7, 0, 1010
-7, -1, 1010
-7, -1, 1010
-7, -1, 1010
-7, 0, 1009
-7, 0, 1010
-7, 0, 1010
-7, -1, 1009
-7, 0, 1010
-7, -1, 1010
-7, -1, 1010
-7, -1, 1010
-7, -1, 1009
-7, -1, 1010
-7, -1, 1010
-7, -1, 1010
-7, 0, 1011
-7, 0, 1008
-7, 0, 1008
-7, 0, 1011
-7, -1, 1010
-7, -1, 1010
-8, 0, 1011
-6, 0, 1010
-6, 0, 1010
-6, 0, 1010
-7, 0, 1010
-7, -1, 1009
-7, -1, 1009
-7, -1, 1010
-7, 0, 1010
-7, 0, 1010
-7, 0, 1010
-7, -1, 1010
-7, -1, 1011
-7, -1, 1011
-7, 0, 1011
-7, 0, 1010
-7, 0, 1010
-7, 0, 1010
-7, -1, 1010
-7, -1, 1011
-7, 0, 1010
-7, 0, 1010
-7, 0, 1010
-6, -1, 1010
-6, -1, 1010
-7, 0, 1011
-7, 0, 1010
-7, -1, 1011
-7, -1, 1011
-7, -1, 1010
-7, 0, 1011
-7, 0, 1011
-7, -1, 1010
-8, 0, 1010
-8, 0, 1010
-8, 0, 1010
-8, 0, 1014
-6, -1, 1008
-6, -1, 1008
-8, -1, 1013
-8, -1, 1011
-5, -1, 1010
-5, -1, 1010
-,-,-
-9, 1, 999
-9, 1, 999
-7, 0, 1012
-6, 0, 1008
-6, 0, 1008
-6, -1, 1010
-7, 0, 1010
-7, 0, 1010
-6, 0, 1011
-7, 0, 1011
-7, 0, 1011
-7, 0, 1010
-6, 0, 1010
-6, 0, 1011
-6, 0, 1011
-6, 0, 1011
-6, 0, 1009
-6, 0, 1009
-6, 0, 1011
-7, 0, 1010
-7, 0, 1010
-6, 0, 1011
-6, 0, 1010
-6, 0, 1010
-6, 0, 1010
-6, 0, 1010
-6, -1, 1011
-6, -1, 1011
-7, -1, 1010
-7, 0, 1012
-6, 0, 1008
-6, 0, 1008
-7, 0, 1011
-7, 0, 1010
-7, 0, 1010
-7, 0, 1012
-7, 0, 1012
-7, 0, 1012
-,-,-
-4, 0, 1009
-10, -1, 1008
-6, 0, 1014
-7, -1, 1010
-7, -1, 1010
-6, 0, 1009
-7, 0, 1011
-7, 0, 1011
-7, 0, 1010
-,-,-
0, -5, 984
-16, 5, 1024
-16, 5, 1024
-5, -1, 1008
-8, 0, 1013
-7, 0, 1010
-7, 0, 1010
-6, 0, 1010
-7, 0, 1011
-7, 0, 1011
-,-,-
-9, 2, 1018
-9, 2, 1018
0, 1, 1001
-5, -1, 1008
-5, -1, 1008
-6, 3, 1009
-6, 0, 1013
-,-,-
-11, 0, 990
-3, 0, 1032
-3, 0, 1032
-7, 0, 1012
-6, 0, 1008
-6, 0, 1008
-9, 0, 1013
-6, 0, 1009
-5, 0, 1006
-5, 0, 1006
-7, 0, 1010
-6, 0, 1012
-6, 0, 1012
-6, -1, 1010
-5, 0, 1010
-5, 0, 1010
-5, 0, 1009
-6, 0, 1010
-7, 0, 1011
-7, 0, 1011
-6, -1, 1010
-5, 0, 1010
-5, 0, 1010
-7, 0, 1010
-6, 0, 1010
-6, 0, 1010
-6, -1, 1010
-6, 0, 1010
-6, 0, 1010
-6, 0, 1010
-6, 0, 1010
-7, 0, 1010
-7, 0, 1010
-7, 0, 1009
-7, 0, 1011
-6, 0, 1011
-6, 0, 1011
-6, 0, 1011
