-,-,-
-954, -29, 139
-921, -118, 385
-883, -40, 566
-931, 140, 401
-931, 140, 401
-963, 92, 292
-975, 83, 298
-983, 143, 341
-958, 126, 468
-947, 59, 437
-947, 59, 437
-969, 24, 338
-993, 71, 293
-992, 131, 363
-976, 149, 466
-968, 123, 459
-968, 123, 459
-950, 86, 376
-933, 43, 322
-932, 27, 302
-920, 7, 327
-920, 7, 327
-899, -32, 342
-890, -3, 277
-899, -41, 202
-887, -101, 185
-883, -77, 172
-877, -61, 206
-877, -61, 206
-883, -63, 260
-911, -22, 244
-936, 43, 252
-947, 73, 308
-946, 89, 358
-946, 89, 358
-963, 112, 388
-970, 134, 452
-965, 116, 419
-989, 106, 392
-1003, 106, 415
-992, 82, 392
-992, 82, 392
-960, 46, 393
-947, -19, 419
-946, -9, 371
-951, 29, 302
-951, 29, 302
-952, 44, 325
-954, 54, 315
-950, 43, 317
-935, 6, 366
-935, 6, 366
-931, 7, 329
-939, 26, 291
-941, 32, 318
-941, 32, 318
-946, 45, 345
-948, 34, 337
-944, 28, 321
-937, 19, 307
-950, 17, 289
-950, 17, 289
-952, 15, 347
-952, 12, 361
-964, 26, 339
-972, 37, 329
-972, 37, 329
-972, 48, 332
-971, 59, 326
-957, 57, 333
-945, 46, 327
-945, 46, 327
-932, 36, 320
-916, 17, 271
-881, -19, 248
-828, -100, 209
-762, -166, 97
-762, -166, 97
-651, -234, -23
-480, -349, -129
-315, -515, -296
-213, -651, -422
-153, -698, -347
-94, -689, -120
-85, -552, 63
-207, -354, 158
-370, -47, 425
-600, 525, 1045
-600, 525, 1045
-901, 1097, 1757
-1142, 1525, 1998
-1275, 1768, 1998
-1257, 1750, 1998
-1049, 1499, 1998
-723, 1075, 1948
-430, 574, 1644
-240, -29, 1168
-151, -724, 583
-144, -1440, 80
-213, -1959, -163
-346, -1998, -297
-468, -1921, -177
-594, -1478, 59
-709, -972, 289
-807, -583, 520
-884, -280, 663
-907, -138, 730
-889, -112, 743
-850, -166, 752
-850, -166, 752
-802, -220, 714
-750, -290, 700
-726, -320, 698
-724, -371, 651
-735, -400, 652
-753, -401, 665
-762, -426, 667
-770, -417, 730
-803, -355, 746
-838, -287, 734
-838, -287, 742
-859, -240, 742
-882, -208, 768
-889, -172, 741
-883, -138, 743
-876, -79, 707
-880, -6, 663
-862, 5, 616
-862, 5, 616
-828, -16, 596
-803, -5, 557
-779, 47, 525
-750, 24, 436
-750, 24, 358
-746, 14, 358
-750, 28, 348
-755, -2, 323
-741, -14, 355
-738, 33, 350
-738, 33, 350
-789, 73, 285
-821, 21, 348
-828, -20, 419
-840, -31, 422
-850, -28, 449
-850, -28, 449
-860, -36, 478
-883, -22, 415
-903, -30, 382
-915, -52, 408
-922, -56, 415
-927, -20, 387
-927, -20, 387
-927, -33, 390
-916, -64, 444
-922, -56, 431
-934, -59, 403
-925, -71, 400
-907, -74, 407
-907, -74, 407
-904, -54, 407
-916, -32, 395
-,-,-
-953, 50, 215
-953, 50, 215
-928, -12, 307
-920, -10, 212
-910, 3, 154
-918, -20, 158
-918, -20, 158
-908, -36, 162
-878, -55, 168
